3.38284	0.113643	 -0.584501 0.00913569   0.811341	0.00141591
3.37721	3.75879e-05	 -0.584501 0.00913569   0.811341	0.00141591
3.38057	0.0464999	 -0.584501 0.00913569   0.811341	0.00141591
3.37713	3.22516e-05	 -0.584501 0.00913569   0.811341	0.00141591
3.39107	0.0759213	  -0.99973  0.0156257 -0.0172236	0.00141591
3.38767	0.0757334	  -0.99973  0.0156257 -0.0172236	0.00141591
3.39475	0.0379382	  -0.99973  0.0156257 -0.0172236	0.00141591
3.39102	0.0759201	  -0.99973  0.0156257 -0.0172236	0.00141591
3.36871	1.61454e-15	  -0.99973  0.0156257 -0.0172236	0.00141591
3.38066	6.43328e-06	  -0.99973  0.0156257 -0.0172236	0.00141591
3.38254	1.28062e-05	  -0.99973  0.0156257 -0.0172236	0.00141591
3.3764	5.82177e-10	  -0.99973  0.0156257 -0.0172236	0.00141591
3.37852	6.39963e-06	  -0.99973  0.0156257 -0.0172236	0.00141591
3.38909	2.93127e-05	0.0352194 0.954442 0.296311	0.00141591
3.39299	2.47956e-09	0.0352194 0.954442 0.296311	0.00141591
3.38898	2.93137e-05	0.0352194 0.954442 0.296311	0.00141591
3.38559	0.112056	0.0352194 0.954442 0.296311	0.00141591
3.39764	6.46766e-10	0.0352194 0.954442 0.296311	0.00141591
3.39967	6.86411e-14	0.0352194 0.954442 0.296311	0.00141591
3.39334	2.47879e-09	0.0352194 0.954442 0.296311	0.00141591
3.3742	8.76002e-06	0.0352194 0.954442 0.296311	0.00141591
3.37082	2.54579e-09	0.0352194 0.954442 0.296311	0.00141591
3.36794	7.26538e-14	0.0352194 0.954442 0.296311	0.00141591
3.37212	2.54281e-09	0.0352194 0.954442 0.296311	0.00141591
3.38095	0.110173	0.0352194 0.954442 0.296311	0.00141591
3.38621	0.0773715	0.0352194 0.954442 0.296311	0.00141591
3.38253	0.113664	0.0352194 0.954442 0.296311	0.00141591
3.37666	2.95122e-05	0.0352194 0.954442 0.296311	0.00141591
3.38202	0.113655	0.0352194 0.954442 0.296311	0.00141591
